Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Edwards,30:54,8,21,.381,5,11,.455,3,5,.600,0,0,0,3,3,0,2,0,24,-21
Naz Reid,30:33,3,10,.300,0,4,.000,3,4,.750,3,12,15,2,2,3,1,1,9,-23
Jaden McDaniels,25:38,5,10,.500,3,5,.600,0,0,,0,4,4,0,0,0,2,2,13,-13
Josh Okogie,23:47,4,6,.667,3,4,.750,2,2,1.000,0,2,2,0,0,2,0,4,13,-17
Ricky Rubio,18:32,0,5,.000,0,2,.000,0,0,,0,4,4,2,1,0,2,4,0,-23
D'Angelo Russell,22:51,4,14,.286,1,5,.200,6,6,1.000,0,2,2,6,1,0,5,0,15,-6
Juan Hernangómez,21:46,5,6,.833,3,4,.750,5,6,.833,0,2,2,1,1,1,0,0,18,-7
Jarred Vanderbilt,19:09,2,5,.400,0,0,,0,4,.000,4,6,10,3,1,0,2,3,4,-6
Jordan McLaughlin,18:55,1,4,.250,0,2,.000,2,2,1.000,2,2,4,4,2,0,0,1,4,+4
Jaylen Nowell,9:52,0,4,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-6
Ed Davis,8:37,1,1,1.000,0,0,,0,0,,1,1,2,1,1,1,0,2,2,0
Jake Layman,5:29,1,4,.250,0,1,.000,1,2,.500,0,0,0,0,1,0,2,0,3,-2
Jarrett Culver,3:57,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-5
