Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Damian Lillard,28:57,13,21,.619,7,12,.583,6,7,.857,0,7,7,7,3,0,1,0,39,+12
CJ McCollum,25:32,6,14,.429,4,9,.444,4,4,1.000,0,3,3,4,0,1,1,1,20,+33
Robert Covington,23:24,1,4,.250,1,3,.333,0,0,,0,4,4,3,1,0,2,3,3,+16
Jusuf Nurkić,23:02,8,10,.800,0,0,,1,2,.500,2,5,7,2,1,0,2,2,17,+18
Derrick Jones,18:49,3,4,.750,1,2,.500,2,2,1.000,0,3,3,1,1,0,0,4,9,+16
Gary Trent,27:24,2,7,.286,2,5,.400,3,4,.750,0,1,1,0,0,0,2,2,9,+6
Carmelo Anthony,21:02,4,9,.444,1,4,.250,0,0,,1,2,3,3,1,0,0,0,9,+13
Rodney Hood,16:01,1,6,.167,0,3,.000,0,0,,0,1,1,2,0,1,0,1,2,-1
Enes Kanter,13:54,5,5,1.000,0,0,,0,0,,3,4,7,1,2,2,2,2,10,+13
Anfernee Simons,12:00,3,5,.600,1,2,.500,1,2,.500,0,5,5,1,0,0,2,1,8,-13
Harry Giles,11:04,1,3,.333,1,1,1.000,0,0,,0,2,2,0,1,0,2,5,3,-13
Nassir Little,7:47,1,1,1.000,0,0,,0,0,,0,1,1,0,0,1,1,1,2,-6
CJ Elleby,7:20,1,1,1.000,0,0,,2,2,1.000,0,0,0,0,0,1,0,0,4,-2
Keljin Blevins,3:44,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-2
