Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,34:21,14,24,.583,6,11,.545,6,9,.667,2,6,8,4,4,0,2,0,40,+24
Draymond Green,34:21,0,6,.000,0,2,.000,2,2,1.000,3,8,11,13,1,2,4,3,2,+24
Jordan Poole,34:11,10,15,.667,3,6,.500,2,2,1.000,1,1,2,2,1,0,0,2,25,0
Kelly Oubre,28:53,2,7,.286,0,3,.000,0,0,,0,4,4,1,1,2,1,1,4,+14
Kevon Looney,20:33,5,6,.833,1,2,.500,0,0,,1,3,4,3,3,1,1,3,11,-3
Damion Lee,27:51,8,14,.571,4,8,.500,1,2,.500,1,4,5,2,1,1,1,1,21,+7
Brad Wanamaker,15:09,3,7,.429,0,3,.000,1,1,1.000,0,1,1,0,0,0,2,3,7,+2
Nico Mannion,13:51,0,4,.000,0,3,.000,0,0,,0,2,2,1,1,0,0,0,0,+5
Kent Bazemore,12:33,1,3,.333,0,0,,1,2,.500,0,3,3,2,0,0,1,2,3,+2
Mychal Mulder,8:32,1,3,.333,1,3,.333,0,0,,0,2,2,0,0,0,0,0,3,+1
Juan Toscano-Anderson,8:13,0,1,.000,0,0,,0,0,,0,1,1,3,1,0,1,1,0,-8
Alen Smailagić,1:32,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
