Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bam Adebayo,33:08,4,6,.667,0,0,,3,4,.750,4,6,10,5,3,1,4,2,11,+2
Jimmy Butler,32:26,6,16,.375,2,6,.333,4,5,.800,0,4,4,8,2,0,1,0,18,-12
Duncan Robinson,29:11,5,12,.417,4,10,.400,1,1,1.000,0,2,2,2,0,0,3,3,15,-1
Trevor Ariza,26:01,4,9,.444,2,5,.400,0,0,,0,6,6,0,2,1,0,2,10,+4
Kendrick Nunn,20:39,3,8,.375,1,6,.167,1,1,1.000,1,3,4,4,1,0,3,5,8,+3
Goran Dragić,27:56,3,11,.273,0,7,.000,6,8,.750,2,4,6,4,0,0,1,3,12,-25
Tyler Herro,27:18,5,11,.455,0,3,.000,0,0,,0,2,2,0,2,0,3,0,10,-21
Andre Iguodala,18:59,0,4,.000,0,4,.000,0,0,,0,0,0,0,2,0,1,1,0,-22
Precious Achiuwa,8:55,1,2,.500,0,0,,0,0,,1,1,2,0,1,0,0,2,2,-14
Nemanja Bjelica,5:57,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,-8
Gabe Vincent,3:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-2
Max Strus,3:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
KZ Okpala,3:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
