Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,1,240,32,89,.360,9,42,.214,14,22,.636,10,39,49,20,9,3,18,18,87
GSW,0,240,39,84,.464,18,46,.391,17,24,.708,4,46,50,32,10,8,17,18,113
