Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,1,240,44,92,.478,13,39,.333,15,20,.750,11,37,48,23,7,6,11,19,116
CHO,0,240,41,83,.494,11,29,.379,12,20,.600,8,36,44,26,7,8,19,19,105
