Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,0,240,42,95,.442,8,31,.258,20,23,.870,12,24,36,20,10,6,6,16,112
ATL,1,240,45,85,.529,23,42,.548,14,17,.824,12,33,45,27,4,5,17,23,127
