Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,1,240,39,83,.470,18,43,.419,13,17,.765,7,39,46,26,6,8,14,25,109
POR,0,240,36,91,.396,10,36,.278,19,28,.679,13,34,47,18,7,3,8,17,101
