Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Khris Middleton,35:58,11,19,.579,3,8,.375,6,6,1.000,2,8,10,4,0,0,2,3,31,-8
Jrue Holiday,33:42,7,14,.500,3,5,.600,0,1,.000,0,4,4,5,2,1,2,4,17,-11
Giannis Antetokounmpo,32:41,14,25,.560,2,5,.400,5,7,.714,1,7,8,4,0,1,2,2,35,-5
Brook Lopez,32:21,4,12,.333,4,12,.333,0,0,,0,3,3,0,1,2,1,1,12,-7
Donte DiVincenzo,29:50,4,10,.400,1,4,.250,2,3,.667,0,5,5,3,2,1,0,0,11,+3
Bobby Portis,19:45,1,5,.200,0,0,,0,0,,3,5,8,0,0,0,1,1,2,-10
D.J. Augustin,18:36,0,4,.000,0,3,.000,0,0,,0,0,0,1,0,0,0,1,0,-8
Bryn Forbes,15:05,1,5,.200,0,3,.000,0,0,,0,1,1,0,0,0,2,2,2,-6
Thanasis Antetokounmpo,13:20,1,2,.500,0,1,.000,0,0,,3,2,5,0,0,0,0,3,2,-12
Jordan Nwora,7:15,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,2,1,4,-1
Sam Merrill,1:27,0,1,.000,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,1,2,0
