Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
De'Aaron Fox,40:14,.563,.500,.417,.417,6.6,12.6,9.1,24.0,1.3,0.0,9.6,32.0,123,133,4.9
Harrison Barnes,39:21,.533,.444,.333,.333,6.8,12.8,9.3,16.0,0.0,0.0,22.5,13.9,108,136,-5.2
Buddy Hield,36:48,.313,.313,.688,.000,7.2,3.4,5.7,17.3,0.0,0.0,0.0,17.8,102,139,-7.1
Richaun Holmes,35:21,.613,.600,.000,.200,12.6,25.0,17.7,4.4,0.0,2.7,15.5,22.4,114,131,-2.4
Marvin Bagley,23:48,.600,.600,.100,.000,18.7,10.6,15.3,6.5,0.0,0.0,16.7,20.7,115,136,-5.1
Tyrese Haliburton,24:04,.400,.400,.600,.000,0.0,15.7,6.5,21.6,4.4,0.0,9.1,18.7,100,125,-1.8
Nemanja Bjelica,18:00,.400,.400,.000,.000,9.9,7.0,8.7,14.2,2.9,0.0,0.0,11.4,122,131,-2.0
Cory Joseph,17:44,.438,.438,.625,.000,5.0,21.4,11.8,15.5,3.0,0.0,0.0,18.5,118,127,0.2
Kyle Guy,1:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,140,-9.8
Jahmi'us Ramsey,1:10,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,200,140,35.2
DaQuan Jeffries,1:10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,140,-8.4
Justin James,1:10,,,,,0.0,0.0,0.0,95.7,0.0,0.0,,0.0,216,140,25.4
