Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Kuzma,34:11,7,13,.538,2,5,.400,0,0,,5,4,9,0,1,1,3,0,16,-9
LeBron James,32:59,14,23,.609,1,6,.167,3,6,.500,0,8,8,7,0,0,3,1,32,-7
Kentavious Caldwell-Pope,28:34,3,8,.375,1,5,.200,2,2,1.000,1,0,1,1,0,0,3,3,9,-10
Wesley Matthews,24:05,1,4,.250,0,2,.000,0,0,,1,1,2,1,0,0,1,2,2,-4
Marc Gasol,19:40,2,5,.400,2,4,.500,2,3,.667,1,2,3,3,2,1,3,1,8,-6
Talen Horton-Tucker,27:39,3,9,.333,0,3,.000,3,3,1.000,0,2,2,5,0,1,1,2,9,-14
Alex Caruso,25:43,1,5,.200,0,1,.000,0,0,,1,4,5,3,3,0,2,1,2,-20
Montrezl Harrell,15:17,5,8,.625,0,0,,0,0,,1,3,4,0,0,0,0,2,10,-19
Quinn Cook,11:20,3,5,.600,1,2,.500,0,0,,0,0,0,0,0,1,0,0,7,+4
Markieff Morris,9:55,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,3,0,+5
Alfonzo McKinnie,4:21,1,1,1.000,1,1,1.000,0,0,,0,4,4,0,0,0,0,0,3,+7
Devontae Cacok,3:08,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+9
Jared Dudley,3:08,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+9
