Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Darius Garland,35:41,7,13,.538,3,7,.429,0,0,,0,4,4,7,1,1,3,1,17,+5
Isaac Okoro,31:31,2,8,.250,0,2,.000,3,3,1.000,1,4,5,3,2,1,0,1,7,+2
Jarrett Allen,30:26,5,9,.556,0,1,.000,5,6,.833,2,6,8,2,0,1,0,0,15,+1
Kevin Love,26:41,6,12,.500,2,5,.400,3,3,1.000,4,7,11,4,0,0,0,2,17,+9
Dean Wade,25:36,2,5,.400,2,4,.500,0,0,,1,7,8,2,0,0,0,0,6,+4
Taurean Prince,28:45,9,13,.692,6,8,.750,1,1,1.000,0,4,4,3,1,1,6,1,25,+15
Larry Nance,19:34,1,7,.143,0,3,.000,3,4,.750,0,2,2,1,4,0,2,2,5,+3
Matthew Dellavedova,16:29,1,3,.333,0,1,.000,0,0,,0,0,0,3,0,0,0,1,2,+9
Isaiah Hartenstein,12:57,4,6,.667,0,0,,0,0,,1,3,4,1,1,3,4,1,8,+7
Cedi Osman,12:18,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,2,1,+10
