Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dean Wade,37:54,2,6,.333,0,2,.000,0,0,,0,7,7,3,0,0,0,2,4,+18
Collin Sexton,33:59,7,17,.412,1,5,.200,7,8,.875,1,2,3,5,0,0,0,2,22,+2
Darius Garland,29:59,14,22,.636,5,10,.500,4,4,1.000,0,1,1,7,2,1,1,2,37,+20
Isaac Okoro,28:20,4,6,.667,3,3,1.000,0,0,,0,3,3,1,0,0,1,4,11,+16
Kevin Love,26:19,4,8,.500,1,3,.333,0,0,,1,7,8,3,2,0,2,3,9,+18
Isaiah Hartenstein,27:13,7,8,.875,0,1,.000,2,3,.667,2,10,12,3,0,1,0,5,16,+9
Taurean Prince,25:43,3,9,.333,2,6,.333,6,8,.750,0,7,7,2,1,2,0,3,14,+31
Matthew Dellavedova,16:51,1,5,.200,0,3,.000,2,2,1.000,0,1,1,5,0,0,0,1,4,+19
Lamar Stevens,8:29,2,3,.667,0,0,,2,2,1.000,2,1,3,0,0,0,0,1,6,-5
Brodric Thomas,5:13,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,0,2,1,2,-8
