Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jamal Murray,38:15,21,25,.840,8,10,.800,0,0,,0,6,6,2,2,0,1,4,50,+24
Will Barton,34:19,3,9,.333,1,3,.333,0,0,,0,2,2,3,1,0,4,0,7,+16
Michael Porter,32:57,8,16,.500,3,6,.500,3,4,.750,2,5,7,1,0,0,2,1,22,+9
Nikola Jokić,32:48,5,8,.625,1,2,.500,5,5,1.000,2,10,12,10,4,1,3,2,16,+13
JaMychal Green,1:15,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-1
Monte Morris,29:20,2,8,.250,0,3,.000,2,2,1.000,0,1,1,2,0,0,0,2,6,+23
Facundo Campazzo,28:22,3,5,.600,2,3,.667,2,2,1.000,0,2,2,3,2,0,4,2,10,+4
R.J. Hampton,20:23,2,4,.500,0,2,.000,1,2,.500,0,2,2,1,0,0,0,3,5,-10
Isaiah Hartenstein,11:08,1,1,1.000,0,0,,0,2,.000,1,2,3,0,0,1,1,2,2,+3
Zeke Nnaji,6:27,0,2,.000,0,2,.000,0,0,,1,1,2,1,0,0,0,0,0,+2
Markus Howard,2:23,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+1
Vlatko Čančar,2:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
