Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Christian Wood,43:37,14,22,.636,0,2,.000,3,4,.750,3,10,13,3,0,1,3,4,31,-6
James Harden,43:16,12,21,.571,6,13,.462,14,16,.875,1,3,4,17,1,0,5,1,44,-6
P.J. Tucker,42:31,3,10,.300,1,4,.250,0,2,.000,3,8,11,1,1,1,4,3,7,-6
Danuel House,38:07,3,8,.375,1,4,.250,4,6,.667,0,3,3,1,1,0,1,1,11,-6
David Nwaba,26:46,4,10,.400,0,3,.000,2,2,1.000,1,1,2,0,1,2,0,2,10,-5
Jae'Sean Tate,37:14,5,9,.556,1,4,.250,2,2,1.000,1,3,4,2,1,0,1,4,13,+14
Sterling Brown,20:12,4,5,.800,2,3,.667,0,0,,0,1,1,0,0,0,1,3,10,-6
Brodric Thomas,9:44,0,1,.000,0,1,.000,0,0,,1,2,3,3,0,0,1,3,0,+4
Bruno Caboclo,3:33,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,1,0,1,0,+7
