Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DET,240,.527,.512,.301,.301,18.6,72.2,43.0,56.4,9.6,8.6,7.8,100.0,105.6,116.2
SAS,240,.640,.639,.301,.060,27.8,81.4,57.0,61.7,3.2,15.5,19.8,100.0,116.2,105.6
