Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,0,240,39,85,.459,13,27,.481,16,23,.696,5,35,40,28,7,4,19,26,107
PHI,1,240,41,87,.471,8,28,.286,23,30,.767,10,37,47,22,11,8,16,25,113
