Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Pascal Siakam,37:42,6,15,.400,2,6,.333,1,1,1.000,3,4,7,4,3,1,2,3,15,+1
Fred VanVleet,35:30,6,20,.300,5,15,.333,0,0,,0,1,1,8,0,0,4,1,17,-5
Kyle Lowry,34:52,6,10,.600,4,5,.800,0,0,,1,5,6,12,2,0,4,2,16,+14
OG Anunoby,33:01,4,9,.444,2,4,.500,3,4,.750,3,2,5,2,3,1,2,2,13,-5
Aron Baynes,7:33,1,2,.500,0,1,.000,0,0,,1,0,1,0,0,0,0,2,2,-1
Chris Boucher,29:31,8,12,.667,2,4,.500,7,8,.875,4,6,10,2,1,2,1,2,25,+1
Stanley Johnson,20:49,2,3,.667,2,3,.667,0,0,,0,1,1,3,1,1,2,3,6,+2
Norman Powell,19:35,5,13,.385,1,8,.125,0,0,,1,4,5,1,1,0,2,0,11,+7
Yuta Watanabe,14:59,1,2,.500,1,2,.500,0,0,,0,4,4,0,1,1,0,0,3,+8
Malachi Flynn,6:28,1,2,.500,1,2,.500,0,0,,0,0,0,1,1,0,0,1,3,-7
