Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,1,240,37,75,.493,10,33,.303,23,28,.821,7,33,40,23,4,3,13,22,107
LAC,0,240,40,83,.482,17,29,.586,15,19,.789,8,29,37,24,5,2,10,22,112
