Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,1,240,36,76,.474,10,23,.435,18,25,.720,3,36,39,21,5,4,15,23,100
PHO,0,240,46,94,.489,14,35,.400,10,11,.909,8,36,44,34,6,3,9,20,116
