Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Buddy Hield,33:55,6,16,.375,3,9,.333,2,2,1.000,0,0,0,3,1,1,1,3,17,-18
Harrison Barnes,28:54,4,6,.667,0,1,.000,2,3,.667,0,7,7,0,0,0,1,1,10,-15
Marvin Bagley,27:28,5,13,.385,1,2,.500,0,0,,0,8,8,1,1,0,3,4,11,+3
De'Aaron Fox,26:34,4,12,.333,0,2,.000,4,6,.667,0,0,0,4,0,0,5,5,12,-9
Richaun Holmes,24:53,3,5,.600,0,0,,2,2,1.000,2,9,11,0,2,1,2,4,8,+2
Tyrese Haliburton,26:32,5,7,.714,3,4,.750,2,2,1.000,1,0,1,6,0,0,0,2,15,-19
Cory Joseph,20:16,2,4,.500,1,2,.500,4,4,1.000,0,2,2,2,1,0,1,2,9,-10
Glenn Robinson,15:54,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-16
Nemanja Bjelica,11:07,1,3,.333,1,1,1.000,0,0,,0,3,3,2,0,0,0,0,3,-5
Hassan Whiteside,10:24,3,4,.750,0,0,,0,2,.000,0,2,2,0,0,2,0,1,6,-11
Kyle Guy,5:45,1,2,.500,1,1,1.000,2,2,1.000,0,2,2,1,0,0,0,0,5,+3
Robert Woodard,2:46,1,2,.500,0,1,.000,0,2,.000,0,1,1,0,0,0,1,0,2,+5
Jahmi'us Ramsey,2:46,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+5
Justin James,2:46,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+5
