Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Lonzo Ball,35:38,7,14,.500,5,10,.500,2,2,1.000,0,2,2,5,1,0,3,3,21,-19
Zion Williamson,33:51,12,18,.667,1,2,.500,11,15,.733,3,3,6,4,2,0,1,2,36,-4
Brandon Ingram,32:26,4,12,.333,0,2,.000,6,6,1.000,1,4,5,6,0,0,2,4,14,-13
Eric Bledsoe,23:13,4,7,.571,2,3,.667,0,0,,1,2,3,3,0,0,2,1,10,-14
Steven Adams,9:35,1,1,1.000,0,0,,0,0,,1,2,3,0,0,0,0,1,2,-8
Josh Hart,30:21,2,9,.222,0,4,.000,0,0,,2,4,6,1,0,1,1,1,4,+9
Willy Hernangómez,29:01,5,13,.385,1,1,1.000,0,0,,7,10,17,0,0,0,1,0,11,+8
J.J. Redick,19:46,5,7,.714,4,6,.667,2,2,1.000,0,2,2,2,1,0,1,1,16,+16
Kira Lewis,17:29,2,6,.333,2,4,.500,0,2,.000,1,1,2,4,0,0,0,0,6,+11
Jaxson Hayes,8:37,1,2,.500,0,0,,2,2,1.000,2,3,5,0,1,0,0,2,4,+4
