Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,0,240,42,90,.467,14,34,.412,16,19,.842,9,41,50,24,6,6,14,17,114
WAS,1,240,41,100,.410,10,37,.270,12,15,.800,15,36,51,22,5,1,13,19,104
