Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,0,240,36,92,.391,8,28,.286,13,15,.867,16,26,42,19,9,2,15,23,93
LAL,1,240,46,81,.568,8,24,.333,14,22,.636,8,32,40,29,10,7,16,19,114
