Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jayson Tatum,37:32,.617,.595,.381,.095,0.0,14.9,6.7,17.5,1.4,0.0,8.4,27.4,123,116,6.4
Jaylen Brown,36:46,.440,.413,.391,.087,2.5,33.4,16.5,20.7,2.8,5.8,4.0,29.2,104,105,5.2
Marcus Smart,32:12,.414,.350,.300,.200,2.9,10.4,6.3,23.8,1.6,0.0,0.0,14.6,119,117,-3.9
Daniel Theis,28:05,.591,.591,.364,.000,6.6,11.9,9.0,5.4,0.0,3.8,8.3,18.4,119,117,-0.1
Tristan Thompson,19:30,.781,.750,.000,1.000,9.5,28.6,18.1,7.1,0.0,0.0,14.8,15.0,145,117,1.9
Grant Williams,28:05,.357,.357,.286,.000,9.9,11.9,10.8,4.4,3.7,3.8,12.5,12.3,92,109,-3.0
Payton Pritchard,20:23,.300,.300,.400,.000,18.1,11.0,14.9,27.0,0.0,0.0,0.0,21.2,105,120,-5.3
Robert Williams,14:40,1.031,1.000,.000,.667,0.0,30.4,13.8,0.0,3.5,7.3,20.5,14.4,154,103,8.5
Semi Ojeleye,13:02,.417,.417,.500,.000,21.2,8.6,15.5,0.0,0.0,0.0,0.0,19.9,114,121,-5.3
Carsen Edwards,9:43,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,106,123,-6.8
