Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bojan Bogdanović,38:37,.715,.682,.500,.182,3.4,7.3,5.6,22.5,0.0,0.0,11.2,31.4,134,112,10.2
Rudy Gobert,33:59,.732,.750,.000,.250,19.1,30.5,25.7,0.0,1.5,2.3,31.1,17.2,109,100,0.7
Joe Ingles,33:56,.768,.750,.875,.500,0.0,8.3,4.8,40.6,0.0,0.0,29.1,18.4,131,112,5.8
Royce O'Neale,32:44,.900,.900,1.000,.000,4.0,25.9,16.7,0.0,1.5,0.0,16.7,8.3,142,103,4.8
Georges Niang,23:30,.214,.214,.714,.000,0.0,4.0,2.3,0.0,0.0,0.0,22.2,17.4,36,113,-16.2
Jordan Clarkson,33:06,.388,.361,.333,.167,0.0,8.5,4.9,15.4,1.5,0.0,13.4,30.6,80,108,-9.3
Trent Forrest,15:24,.717,.625,.750,.500,0.0,12.2,7.1,30.4,0.0,5.1,29.1,20.2,120,106,5.4
Derrick Favors,14:01,1.000,1.000,.000,.000,9.3,40.3,27.2,11.4,0.0,0.0,0.0,6.5,213,102,9.3
Ersan İlyasova,9:23,.375,.375,1.000,.000,13.8,10.0,11.6,0.0,0.0,8.4,20.0,24.1,73,104,-6.6
Matt Thomas,5:20,1.136,,,,0.0,17.6,10.2,0.0,0.0,0.0,0.0,11.2,250,109,10.6
