Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kawhi Leonard,34:59,.686,.659,.227,.136,0.0,8.9,4.7,29.6,8.0,0.0,11.4,32.9,123,85,14.7
Paul George,32:23,.638,.643,.357,.143,0.0,22.6,11.9,61.0,1.4,5.1,28.7,28.2,110,92,6.9
Nicolas Batum,26:15,.786,.786,.714,.000,0.0,11.9,6.3,0.0,5.3,3.2,12.5,13.3,121,87,7.5
Patrick Beverley,24:05,.500,.500,.667,.000,0.0,13.0,6.9,0.0,1.9,3.4,14.3,12.7,80,92,-5.6
Serge Ibaka,23:09,.463,.167,.167,1.000,5.1,22.5,14.3,5.3,2.0,3.6,18.8,20.1,90,93,-5.1
Marcus Morris,26:19,.450,.375,.625,.250,0.0,15.9,8.4,4.9,1.8,0.0,10.1,16.4,87,97,-6.1
Luke Kennard,25:52,.750,.750,.500,.000,0.0,20.2,10.7,5.5,0.0,0.0,0.0,10.1,147,100,-1.9
Ivica Zubac,22:31,.870,.800,.000,.600,20.8,37.1,29.4,6.6,0.0,3.7,13.7,14.2,168,95,4.9
Lou Williams,14:34,.375,.375,.500,.000,8.0,0.0,3.8,9.6,3.2,0.0,11.1,27.0,79,96,-6.9
Terance Mann,2:53,.532,.000,1.000,2.000,0.0,100.0,57.4,40.6,0.0,0.0,0.0,28.5,136,92,14.7
Reggie Jackson,2:20,.000,.000,.500,.000,0.0,0.0,0.0,50.2,0.0,0.0,0.0,37.4,34,104,-29.1
Daniel Oturu,2:20,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,99,-14.7
Mfiondu Kabengele,2:20,1.500,1.500,1.000,.000,0.0,44.7,23.6,0.0,0.0,0.0,0.0,18.7,300,99,37.6
