Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Khris Middleton,35:48,7,15,.467,1,3,.333,0,0,,0,3,3,3,0,0,2,1,15,-28
Jrue Holiday,35:29,8,14,.571,3,8,.375,5,5,1.000,0,4,4,7,3,1,3,1,24,-12
Giannis Antetokounmpo,33:44,10,21,.476,2,5,.400,10,12,.833,1,5,6,3,0,1,2,1,32,-31
Donte DiVincenzo,28:35,2,7,.286,1,4,.250,0,0,,1,5,6,3,2,0,1,2,5,-22
Brook Lopez,21:39,2,4,.500,1,2,.500,2,2,1.000,0,1,1,1,0,2,1,2,7,-14
Pat Connaughton,30:56,2,3,.667,1,2,.500,0,0,,1,6,7,1,1,0,0,3,5,-8
Thanasis Antetokounmpo,18:45,3,6,.500,0,1,.000,1,2,.500,1,0,1,0,1,0,1,3,7,0
Bryn Forbes,18:13,3,7,.429,2,5,.400,0,0,,1,1,2,0,1,0,2,1,8,+1
Mamadi Diakite,9:12,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+6
Axel Toupane,2:33,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4
Jordan Nwora,2:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
Sam Merrill,2:33,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
