Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Markelle Fultz,29:03,11,21,.524,2,3,.667,2,2,1.000,0,2,2,2,1,0,2,1,26,-11
Nikola Vučević,28:04,5,11,.455,1,4,.250,4,4,1.000,0,8,8,4,2,0,0,2,15,-11
Evan Fournier,27:50,4,10,.400,2,5,.400,9,10,.900,1,0,1,2,0,0,1,2,19,-15
Aaron Gordon,19:48,1,4,.250,0,1,.000,2,2,1.000,0,6,6,0,0,0,0,0,4,-12
Dwayne Bacon,17:16,2,4,.500,0,1,.000,2,2,1.000,0,3,3,0,0,1,1,1,6,-15
Terrence Ross,30:44,7,15,.467,4,7,.571,8,8,1.000,1,0,1,0,1,0,2,4,26,+22
Michael Carter-Williams,23:07,3,3,1.000,0,0,,0,0,,1,5,6,3,2,1,2,1,6,+28
Khem Birch,19:56,1,6,.167,0,0,,4,4,1.000,2,5,7,2,0,1,0,1,6,+18
Cole Anthony,18:57,3,9,.333,0,2,.000,6,6,1.000,4,3,7,3,0,0,0,1,12,+18
Chuma Okeke,16:12,0,0,,0,0,,0,0,,1,0,1,2,0,0,1,0,0,-5
Gary Clark,9:03,0,2,.000,0,2,.000,0,0,,1,2,3,1,0,0,1,1,0,+18
