Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,0,240,42,77,.545,20,37,.541,24,26,.923,7,30,37,28,11,2,14,24,128
MEM,1,240,37,87,.425,13,39,.333,26,29,.897,19,23,42,27,7,4,15,18,113
