Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Pascal Siakam,39:02,11,18,.611,5,8,.625,5,7,.714,0,5,5,6,1,1,1,3,32,+11
Fred VanVleet,38:38,8,14,.571,4,7,.571,12,12,1.000,0,3,3,9,3,0,5,3,32,+14
Norman Powell,37:05,10,17,.588,6,9,.667,3,3,1.000,1,0,1,1,1,0,3,3,29,+14
Aron Baynes,18:58,2,6,.333,1,3,.333,2,2,1.000,2,4,6,3,0,0,0,3,7,-5
Kyle Lowry,7:42,2,2,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,4,0
Chris Boucher,29:02,4,11,.364,2,6,.333,2,2,1.000,1,9,10,2,1,1,1,4,12,+20
DeAndre' Bembry,25:55,3,3,1.000,0,0,,0,0,,0,2,2,2,2,0,2,1,6,+13
Terence Davis,16:56,1,3,.333,1,3,.333,0,0,,0,2,2,2,2,0,1,3,3,+16
Yuta Watanabe,16:09,0,2,.000,0,0,,0,0,,3,4,7,1,1,0,0,0,0,+12
Stanley Johnson,6:53,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,1,2,3,-7
Paul Watson,3:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-13
