Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
TOR,240,.724,.675,.481,.338,23.3,61.2,46.8,66.7,11.9,4.2,13.7,100.0,138.0,121.8
MEM,240,.566,.500,.448,.333,38.8,76.7,53.2,73.0,7.5,10.0,13.1,100.0,121.8,138.0
