Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,1,240,45,79,.570,13,31,.419,21,26,.808,6,38,44,25,6,4,16,17,124
LAC,0,240,45,99,.455,15,36,.417,15,17,.882,11,28,39,21,12,5,8,18,120
