Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Edwards,36:10,4,18,.222,3,8,.375,0,0,,2,8,10,6,1,1,7,2,11,-12
Karl-Anthony Towns,35:30,9,12,.750,3,4,.750,3,4,.750,0,9,9,1,0,1,5,4,24,-11
Ricky Rubio,33:05,7,10,.700,3,6,.500,4,5,.800,1,4,5,10,0,0,0,0,21,-9
Jaden McDaniels,28:13,4,11,.364,0,4,.000,0,0,,0,5,5,0,1,0,0,2,8,+11
Josh Okogie,27:12,2,6,.333,1,3,.333,0,0,,1,1,2,1,2,1,1,2,5,-15
Jaylen Nowell,22:02,6,9,.667,2,5,.400,0,1,.000,0,1,1,1,2,1,1,5,14,-16
Juan Hernangómez,18:08,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,2,1,3,-20
Jake Layman,12:44,1,5,.200,0,2,.000,0,0,,1,3,4,0,1,1,0,0,2,+5
Naz Reid,12:30,1,2,.500,0,0,,6,6,1.000,0,2,2,1,0,1,2,1,8,-1
Jarrett Culver,9:43,2,4,.500,0,1,.000,1,2,.500,0,0,0,1,1,0,1,2,5,+3
Jarred Vanderbilt,4:43,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+5
