Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyrie Irving,33:40,10,16,.625,1,3,.333,4,4,1.000,2,3,5,7,1,1,3,2,25,+25
Joe Harris,33:03,7,13,.538,5,9,.556,1,1,1.000,0,1,1,2,2,0,1,2,20,+21
James Harden,32:27,9,14,.643,3,6,.500,4,4,1.000,0,10,10,11,0,1,1,5,25,+15
Bruce Brown,24:16,9,11,.818,0,1,.000,1,1,1.000,1,4,5,1,0,0,1,2,19,+2
DeAndre Jordan,20:19,5,7,.714,0,0,,0,1,.000,3,5,8,2,0,2,1,1,10,-5
Jeff Green,29:16,4,10,.400,1,5,.200,2,2,1.000,1,5,6,3,3,0,2,3,11,+26
Timothé Luwawu-Cabarrot,19:45,4,10,.400,4,8,.500,1,2,.500,0,5,5,3,1,0,0,4,13,+22
Reggie Perry,19:24,4,7,.571,1,3,.333,1,1,1.000,3,7,10,1,0,0,2,4,10,0
Landry Shamet,18:22,4,8,.500,3,7,.429,0,0,,0,0,0,1,0,0,0,2,11,+6
Chris Chiozza,4:44,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,0,0,0,3,-1
Tyler Johnson,4:44,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-1
