Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHI,240,.629,.607,.373,.280,20.0,75.5,52.4,57.5,11.8,11.3,16.0,100.0,113.9,101.0
CHI,240,.505,.477,.391,.161,24.5,80.0,47.6,69.4,7.5,4.3,13.9,100.0,101.0,113.9
