Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Seth Curry,35:10,7,10,.700,3,5,.600,3,3,1.000,0,4,4,4,1,0,1,1,20,+27
Tobias Harris,34:37,10,13,.769,0,0,,1,1,1.000,3,6,9,3,2,0,3,1,21,+17
Ben Simmons,33:26,6,7,.857,0,0,,3,5,.600,0,6,6,5,3,0,2,2,15,+29
Joel Embiid,32:57,4,13,.308,0,3,.000,5,6,.833,1,9,10,3,0,3,4,3,13,+29
Danny Green,28:43,5,10,.500,4,9,.444,0,0,,0,4,4,3,4,0,0,2,14,+26
Matisse Thybulle,20:16,3,8,.375,2,5,.400,0,0,,0,0,0,0,1,3,2,1,8,-16
Shake Milton,14:34,3,5,.600,2,3,.667,1,2,.500,0,1,1,3,0,0,1,0,9,-17
Dwight Howard,14:28,0,2,.000,0,0,,1,2,.500,3,4,7,0,0,0,0,1,1,-15
George Hill,13:20,2,3,.667,0,1,.000,1,2,.500,0,2,2,1,0,0,3,1,5,-1
Mike Scott,5:29,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-13
Furkan Korkmaz,4:37,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0
Tyrese Maxey,2:23,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6
