Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Robert Covington,31:11,2,5,.400,2,4,.500,0,0,,0,6,6,2,2,1,1,2,6,-25
Damian Lillard,29:36,7,16,.438,0,7,.000,5,5,1.000,0,1,1,4,1,0,0,2,19,-29
CJ McCollum,23:58,6,15,.400,0,5,.000,1,1,1.000,1,1,2,1,1,0,0,1,13,-24
Derrick Jones,20:12,3,4,.750,1,2,.500,1,2,.500,1,2,3,0,1,1,0,2,8,-27
Enes Kanter,15:32,2,3,.667,0,0,,0,0,,2,4,6,2,0,0,2,2,4,-3
Carmelo Anthony,21:33,2,9,.222,0,4,.000,2,2,1.000,0,2,2,1,0,0,1,1,6,-21
Gary Trent,21:32,6,13,.462,3,7,.429,1,2,.500,0,2,2,1,2,0,0,2,16,-15
Nassir Little,21:28,4,9,.444,2,5,.400,4,5,.800,1,1,2,1,0,0,0,3,14,-15
Rodney Hood,18:58,1,5,.200,0,2,.000,0,0,,1,3,4,3,0,0,0,1,2,-23
Anfernee Simons,12:00,1,5,.200,1,2,.500,1,2,.500,0,0,0,1,0,0,1,0,4,-6
Harry Giles,12:00,0,2,.000,0,1,.000,0,0,,2,2,4,1,0,1,1,1,0,-6
CJ Elleby,12:00,0,3,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,0,0,-6
