Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,1,240,34,89,.382,9,41,.220,15,19,.789,9,24,33,17,7,3,6,17,92
DAL,0,240,48,86,.558,19,37,.514,17,20,.850,8,44,52,23,4,3,10,17,132
