Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,1,240,34,83,.410,17,52,.327,15,21,.714,9,44,53,21,7,6,16,22,100
NYK,0,240,32,88,.364,3,36,.083,16,20,.800,9,39,48,21,6,3,15,21,83
