Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Lowry,36:49,.683,.667,.750,.500,2.7,14.8,9.0,19.9,2.6,0.0,21.5,22.5,112,83,3.9
Fred VanVleet,35:32,.615,.579,.474,.158,2.8,10.2,6.7,43.3,1.4,2.6,4.7,26.6,131,86,13.5
OG Anunoby,34:59,.213,.100,.700,.400,5.7,12.9,9.5,8.4,1.4,0.0,7.8,16.2,63,86,-9.8
Norman Powell,34:09,.632,.615,.538,.077,0.0,10.6,5.6,5.8,2.8,2.7,18.2,21.3,98,82,2.3
Aron Baynes,14:54,.500,.500,1.000,.000,6.7,18.2,12.8,10.5,0.0,0.0,25.0,11.9,94,87,-4.9
Chris Boucher,24:23,.402,.389,.444,.556,8.2,26.0,17.5,14.0,0.0,3.8,15.2,24.0,84,83,-5.7
Terence Davis,16:15,.714,.714,.714,.000,0.0,22.3,11.7,0.0,0.0,5.7,30.0,27.3,81,83,-1.8
Stanley Johnson,12:35,.000,.000,1.000,.000,7.9,21.6,15.1,22.4,0.0,0.0,0.0,7.0,81,87,-2.9
Alex Len,12:33,1.127,1.125,.750,.500,0.0,14.4,7.6,0.0,0.0,7.4,0.0,17.2,207,84,24.0
Yuta Watanabe,9:27,.000,.000,.500,.000,10.6,28.8,20.1,14.9,5.1,9.8,0.0,9.4,61,67,1.9
DeAndre' Bembry,2:48,,,,,0.0,64.7,33.9,50.4,0.0,0.0,100.0,15.8,48,74,-8.8
Paul Watson,2:48,.000,.000,1.000,.000,0.0,32.3,17.0,0.0,0.0,0.0,0.0,15.8,0,84,-17.0
Malachi Flynn,2:48,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0,93,-20.3
