Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,1,240,42,81,.519,12,34,.353,27,33,.818,10,34,44,29,6,4,11,20,123
DEN,0,240,43,84,.512,16,36,.444,13,16,.813,3,30,33,25,8,3,13,24,115
