Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Trae Young,36:07,.708,.632,.368,.684,6.6,14.4,10.4,69.4,1.4,0.0,10.8,34.6,148,119,15.9
Clint Capela,31:48,.879,.889,.000,.889,7.5,32.6,19.6,5.0,0.0,3.1,13.8,20.6,152,118,4.4
Kevin Huerter,30:42,.688,.688,.500,.000,0.0,16.9,8.1,9.1,0.0,0.0,11.1,13.2,123,122,-6.3
John Collins,29:37,.407,.385,.385,.308,8.1,39.4,23.2,14.3,0.0,6.8,0.0,22.5,105,114,-3.8
Cam Reddish,27:58,.450,.375,.625,.250,8.6,9.3,8.9,4.5,1.8,0.0,10.1,15.9,103,119,-5.8
Tony Snell,22:37,1.200,1.200,1.000,.000,0.0,5.7,2.8,6.3,0.0,0.0,16.7,12.0,164,123,7.4
Danilo Gallinari,20:51,.732,.583,.500,.833,5.8,24.9,14.9,19.7,4.7,0.0,10.9,19.9,148,111,10.1
Solomon Hill,14:49,.000,.000,1.000,.000,8.1,0.0,4.2,7.7,0.0,0.0,0.0,6.1,72,123,-9.9
Onyeka Okongwu,13:38,.605,.571,.143,.143,0.0,19.0,9.1,0.0,0.0,7.3,0.0,24.6,120,115,-3.6
Skylar Mays,11:53,.250,.250,.500,.000,0.0,0.0,0.0,21.3,8.3,0.0,33.3,22.8,54,105,-8.4
