Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,240,.589,.576,.430,.105,17.5,71.7,46.5,56.1,7.6,9.7,11.8,100.0,115.5,125.3
ORL,240,.588,.562,.303,.225,28.3,82.5,53.5,65.9,8.7,20.4,6.7,100.0,125.3,115.5
