Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,31:59,12,23,.522,3,7,.429,1,1,1.000,2,10,12,2,0,0,4,1,28,-23
Evan Fournier,26:21,3,9,.333,1,5,.200,1,1,1.000,0,1,1,3,2,0,3,0,8,-15
Michael Carter-Williams,23:52,5,8,.625,0,2,.000,1,1,1.000,0,0,0,5,0,0,2,1,11,-8
Al-Farouq Aminu,23:15,1,6,.167,0,2,.000,0,0,,0,3,3,4,2,0,2,0,2,-12
James Ennis,16:12,5,5,1.000,2,2,1.000,3,3,1.000,1,2,3,0,1,0,0,2,15,-1
Terrence Ross,25:02,1,9,.111,1,5,.200,2,3,.667,1,2,3,3,1,0,1,0,5,-30
Dwayne Bacon,24:21,4,10,.400,1,6,.167,2,2,1.000,0,2,2,0,0,0,4,1,11,-25
Chasson Randle,24:08,2,5,.400,1,4,.250,1,2,.500,0,3,3,0,0,0,2,3,6,-29
Chuma Okeke,17:15,0,4,.000,0,1,.000,0,0,,0,3,3,1,1,0,0,0,0,-22
Mohamed Bamba,13:12,1,3,.333,0,0,,0,0,,0,4,4,0,1,1,0,2,2,-8
Gary Clark,8:01,0,3,.000,0,2,.000,2,2,1.000,0,1,1,1,0,0,0,0,2,-6
Khem Birch,6:22,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-6
