Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,0,240,38,84,.452,13,30,.433,16,23,.696,11,31,42,19,6,8,13,29,105
LAC,1,240,38,84,.452,14,27,.519,27,36,.750,10,33,43,28,4,5,12,17,117
