Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,1,240,46,87,.529,13,28,.464,23,27,.852,11,33,44,30,6,4,10,17,128
PHO,0,240,43,90,.478,12,34,.353,21,25,.840,15,28,43,22,5,3,12,24,119
