Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MIN,240,.547,.506,.414,.379,23.9,71.8,45.9,62.2,11.6,13.7,14.3,100.0,107.0,118.5
GSW,240,.647,.618,.400,.271,28.2,76.1,54.1,71.1,10.6,9.8,18.1,100.0,118.5,107.0
