Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,0,265,44,97,.454,10,31,.323,17,19,.895,7,35,42,22,9,3,13,28,115
ATL,1,265,44,100,.440,9,23,.391,26,38,.684,23,40,63,21,6,10,13,15,123
