Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,32:42,7,14,.500,0,2,.000,7,12,.583,0,6,6,10,0,0,2,3,21,+17
Jonas Valančiūnas,32:28,12,21,.571,0,2,.000,5,7,.714,9,11,20,3,0,4,2,3,29,+17
Desmond Bane,30:45,7,13,.538,5,8,.625,1,1,1.000,0,4,4,1,1,0,2,2,20,+4
Dillon Brooks,25:11,4,7,.571,1,2,.500,1,2,.500,0,2,2,2,1,0,5,4,10,+22
Kyle Anderson,22:48,5,11,.455,1,4,.250,2,2,1.000,0,5,5,3,0,0,0,0,13,+3
Brandon Clarke,25:12,3,4,.750,0,0,,0,0,,2,8,10,1,0,1,0,1,6,+12
Justise Winslow,21:55,4,13,.308,0,1,.000,1,2,.500,1,5,6,4,0,1,1,3,9,-7
De'Anthony Melton,18:09,5,7,.714,1,2,.500,0,1,.000,2,0,2,3,2,0,2,4,11,+11
Xavier Tillman,15:32,2,4,.500,0,1,.000,2,2,1.000,0,3,3,1,0,0,1,6,6,-2
Tyus Jones,15:18,1,5,.200,0,1,.000,0,0,,0,2,2,3,0,0,0,0,2,-2
