Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Rudy Gobert,37:29,11,20,.550,0,0,,7,11,.636,6,14,20,1,3,3,2,2,29,+12
Bojan Bogdanović,35:50,3,9,.333,0,1,.000,0,1,.000,0,3,3,1,0,0,1,1,6,+10
Royce O'Neale,34:59,3,7,.429,1,4,.250,2,2,1.000,1,3,4,3,1,1,0,4,9,+11
Joe Ingles,30:20,7,13,.538,7,11,.636,0,0,,0,4,4,8,0,0,1,2,21,+11
Mike Conley,29:38,6,15,.400,3,8,.375,2,2,1.000,1,2,3,6,2,0,2,2,17,+14
Jordan Clarkson,32:54,11,21,.524,4,11,.364,5,5,1.000,2,5,7,0,1,1,2,2,31,+7
Georges Niang,13:06,1,3,.333,1,3,.333,0,0,,0,3,3,0,0,1,0,1,3,+7
Miye Oni,10:31,0,0,,0,0,,0,0,,1,4,5,0,0,0,0,1,0,0
Juwan Morgan,10:31,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,1,2,0,0
Udoka Azubuike,1:34,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-4
Shaquille Harrison,1:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-4
Jarrell Brantley,1:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
