Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,35:20,.286,.286,.286,.000,0.0,9.9,4.9,16.4,2.8,0.0,12.5,28.8,65,111,-15.6
Deandre Ayton,34:38,.556,.500,.143,.357,9.7,40.6,24.7,13.7,0.0,2.4,15.6,23.5,108,109,0.3
Chris Paul,31:17,.615,.615,.385,.000,0.0,11.2,5.5,36.7,3.2,0.0,31.6,25.8,93,110,0.0
Mikal Bridges,30:46,.704,.778,.556,.778,14.5,15.2,14.9,10.2,1.6,2.7,7.6,18.1,137,111,7.7
Cameron Johnson,22:33,.556,.556,.556,.000,14.9,5.2,10.1,20.3,2.2,0.0,18.2,20.7,109,114,2.6
Jae Crowder,26:41,.357,.357,.714,.000,4.2,8.8,6.4,24.7,3.7,0.0,0.0,11.1,116,110,2.3
Jevon Carter,19:25,1.031,1.000,1.000,.667,0.0,6.0,2.9,7.1,0.0,0.0,20.5,10.7,152,118,0.1
Cameron Payne,16:39,.833,.833,.333,.000,0.0,14.1,6.9,33.7,0.0,0.0,25.0,10.2,143,116,-0.2
Frank Kaminsky,13:18,.508,.571,.429,.286,8.4,35.2,21.5,0.0,0.0,12.7,11.3,28.4,87,102,2.3
Langston Galloway,9:21,1.250,1.250,.500,.000,0.0,0.0,0.0,17.3,0.0,0.0,0.0,9.1,247,120,11.7
