Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,0,240,43,78,.551,16,36,.444,24,31,.774,11,27,38,31,7,5,22,25,126
TOR,1,240,42,86,.488,13,32,.406,27,33,.818,12,23,35,20,14,2,15,27,124
