Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Deandre Ayton,38:48,7,11,.636,0,1,.000,2,2,1.000,2,9,11,3,0,1,3,3,16,+20
Mikal Bridges,37:43,8,13,.615,2,5,.400,1,1,1.000,2,7,9,2,0,0,0,2,19,+11
Devin Booker,37:43,7,16,.438,1,4,.250,3,3,1.000,0,7,7,11,1,1,3,2,18,+11
Chris Paul,32:58,6,14,.429,0,5,.000,3,3,1.000,0,3,3,2,1,1,1,1,15,+19
Frank Kaminsky,19:21,4,6,.667,1,2,.500,0,0,,1,8,9,2,0,0,0,1,9,+21
Cameron Johnson,27:03,5,10,.500,4,8,.500,3,3,1.000,1,4,5,1,0,0,1,2,17,-6
E'Twaun Moore,24:18,3,10,.300,0,3,.000,0,0,,3,1,4,3,2,0,2,1,6,-18
Langston Galloway,10:17,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-2
Damian Jones,9:12,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,2,0,-11
Jevon Carter,2:37,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0
