Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Marcus Smart,28:08,.750,.750,.875,.000,0.0,4.4,2.0,18.9,1.9,0.0,11.1,14.6,143,101,4.1
Jayson Tatum,27:58,.656,.633,.600,.267,0.0,35.2,16.0,23.5,0.0,0.0,0.0,27.4,145,96,8.6
Kemba Walker,26:01,.500,.500,.750,.000,3.9,4.7,4.3,32.8,2.0,0.0,0.0,21.1,133,101,2.7
Jaylen Brown,25:50,.654,.654,.615,.000,15.8,9.5,13.0,5.8,0.0,3.8,7.1,24.8,133,101,5.9
Robert Williams,25:23,.810,.778,.000,.222,16.1,19.4,17.6,12.7,4.2,3.9,0.0,17.8,181,88,10.3
Evan Fournier,21:45,.824,.778,.556,.333,0.0,0.0,0.0,41.4,4.9,4.5,8.8,23.8,166,93,23.0
Payton Pritchard,17:02,.313,.313,.500,.000,0.0,21.7,9.8,15.1,3.1,0.0,0.0,21.5,87,93,-9.2
Romeo Langford,12:13,.375,.375,.500,.000,8.4,0.0,4.6,10.1,4.3,8.0,20.0,18.7,86,93,-0.2
Aaron Nesmith,12:00,.000,.000,.667,.000,8.5,51.3,27.9,0.0,8.8,0.0,0.0,11.4,31,72,-6.7
Luke Kornet,9:08,.333,.333,.667,.000,0.0,27.0,12.2,0.0,0.0,10.7,0.0,15.0,74,92,-10.4
Moritz Wagner,8:54,.750,.750,1.000,.000,0.0,41.5,18.8,0.0,0.0,0.0,0.0,10.3,146,94,-0.6
Grant Williams,7:57,,,,,0.0,0.0,0.0,28.1,0.0,0.0,,0.0,249,106,0.2
Carsen Edwards,6:18,.250,.250,.750,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,57,107,-24.2
Tremont Waters,6:18,.333,.333,.333,.000,16.2,0.0,8.9,21.5,8.4,0.0,0.0,21.8,110,89,4.0
Tacko Fall,5:05,.798,1.000,.000,2.000,40.2,24.2,32.9,0.0,0.0,0.0,51.5,34.9,89,97,-21.6
