Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
IND,240,.514,.488,.301,.205,21.7,76.0,50.0,72.2,8.0,9.5,19.6,100.0,93.4,104.5
SAC,240,.514,.495,.337,.147,24.0,78.3,50.0,48.8,16.1,12.1,9.8,100.0,104.5,93.4
