Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Domantas Sabonis,37:17,7,9,.778,0,1,.000,3,3,1.000,3,10,13,8,2,0,4,2,17,-13
Caris LeVert,29:21,5,18,.278,2,3,.667,2,4,.500,0,3,3,3,1,0,2,3,14,-14
Doug McDermott,27:48,3,4,.750,1,2,.500,4,4,1.000,0,5,5,0,0,0,3,1,11,-17
Aaron Holiday,27:01,2,9,.222,1,3,.333,0,0,,2,0,2,4,0,1,5,0,5,-12
Oshae Brissett,23:51,3,8,.375,1,4,.250,1,2,.500,1,2,3,0,1,0,2,0,8,-10
T.J. McConnell,22:32,5,10,.500,0,1,.000,1,2,.500,1,2,3,7,3,0,4,2,11,+4
Goga Bitadze,20:37,2,4,.500,1,2,.500,0,0,,1,5,6,2,0,2,0,3,5,-2
Justin Holiday,18:56,3,8,.375,2,5,.400,0,0,,0,3,3,0,0,3,0,0,8,0
Kelan Martin,18:39,5,9,.556,1,3,.333,0,0,,0,6,6,2,0,0,1,1,11,+3
Cassius Stanley,11:25,1,4,.250,0,1,.000,1,2,.500,1,2,3,0,1,0,0,1,3,+2
Amida Brimah,2:33,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,0,+4
