Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bogdan Bogdanović,37:11,8,18,.444,4,8,.500,2,2,1.000,2,2,4,6,4,0,1,3,22,+7
Clint Capela,34:59,8,12,.667,0,0,,0,0,,1,15,16,0,0,1,0,3,16,+5
Trae Young,32:33,5,16,.313,1,4,.250,8,9,.889,1,1,2,13,3,0,3,4,19,-5
Tony Snell,28:53,2,4,.500,1,2,.500,0,0,,0,1,1,1,0,0,3,0,5,-13
John Collins,14:51,4,6,.667,0,1,.000,1,1,1.000,0,4,4,3,0,0,0,1,9,-1
Kevin Huerter,26:15,4,10,.400,3,6,.500,1,2,.500,0,1,1,3,1,0,0,0,12,0
Danilo Gallinari,23:29,4,10,.400,2,7,.286,3,3,1.000,0,3,3,3,0,0,0,4,13,-8
Solomon Hill,18:59,3,4,.750,2,3,.667,0,2,.000,0,1,1,0,1,0,0,1,8,+2
Brandon Goodwin,11:25,1,2,.500,0,0,,0,0,,1,0,1,1,0,0,0,0,2,-11
Nathan Knight,5:47,1,2,.500,0,1,.000,0,2,.000,0,1,1,0,0,0,0,0,2,-2
Onyeka Okongwu,5:38,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,1,2,-9
