Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Tim Hardaway,27:31,7,10,.700,3,6,.500,1,1,1.000,0,2,2,1,1,0,1,0,18,-27
Josh Richardson,26:47,1,10,.100,0,4,.000,2,2,1.000,1,1,2,2,0,1,1,2,4,-23
Dwight Powell,24:16,2,6,.333,0,1,.000,5,7,.714,3,1,4,2,1,1,2,3,9,-21
Dorian Finney-Smith,24:05,2,8,.250,1,6,.167,0,0,,4,2,6,0,1,1,1,2,5,-22
Luka Dončić,24:04,4,10,.400,0,5,.000,4,7,.571,0,2,2,5,2,0,3,3,12,-27
Maxi Kleber,20:55,4,5,.800,4,5,.800,0,0,,1,5,6,1,0,2,2,1,12,-9
Jalen Brunson,20:16,5,13,.385,2,5,.400,4,6,.667,0,4,4,4,1,0,1,0,16,+4
Trey Burke,19:46,1,9,.111,1,6,.167,0,0,,0,1,1,4,2,0,1,0,3,0
James Johnson,19:15,3,8,.375,0,2,.000,1,3,.333,2,4,6,4,2,1,0,1,7,+10
Josh Green,12:44,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,0,0,+10
Willie Cauley-Stein,9:21,2,2,1.000,0,0,,1,4,.250,1,2,3,0,0,0,1,4,5,-2
Wesley Iwundu,3:40,2,3,.667,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,6,+4
Boban Marjanović,3:40,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+4
Tyrell Terry,3:40,0,1,.000,0,1,.000,0,1,.000,0,0,0,1,0,0,0,0,0,+4
