Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trey Burke,31:16,2,13,.154,1,1,1.000,3,3,1.000,0,0,0,2,4,1,1,2,8,+32
Dorian Finney-Smith,30:10,4,5,.800,3,4,.750,2,2,1.000,0,8,8,1,2,0,0,2,13,+23
Luka Dončić,28:06,15,23,.652,4,10,.400,5,5,1.000,2,4,6,8,2,0,7,3,39,+29
Maxi Kleber,21:12,4,6,.667,2,3,.667,0,0,,0,6,6,2,0,1,0,3,10,+27
Dwight Powell,18:31,1,2,.500,0,0,,1,2,.500,3,5,8,0,0,0,1,2,3,-2
Willie Cauley-Stein,23:12,3,4,.750,0,0,,0,0,,2,3,5,0,0,2,0,2,6,+41
Tim Hardaway,18:26,3,8,.375,2,5,.400,5,6,.833,0,7,7,1,0,0,0,3,13,+29
Jalen Brunson,18:07,5,9,.556,2,4,.500,0,0,,0,4,4,3,0,0,1,0,12,+16
Nicolò Melli,12:00,5,8,.625,1,2,.500,2,3,.667,2,0,2,1,0,0,0,0,13,-9
Josh Green,10:06,1,3,.333,1,1,1.000,0,0,,0,1,1,1,0,0,1,0,3,-13
Tyler Bey,8:56,2,5,.400,1,2,.500,1,1,1.000,0,0,0,0,0,0,1,1,6,-10
Nate Hinton,8:56,1,3,.333,0,2,.000,0,0,,0,1,1,1,1,0,1,0,2,-10
J.J. Redick,7:10,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,+4
Boban Marjanović,3:52,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,1,2,-7
