Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,0,240,48,92,.522,18,35,.514,19,22,.864,9,41,50,21,9,4,13,19,133
GSW,1,240,34,84,.405,16,43,.372,19,24,.792,10,33,43,25,11,5,18,18,103
