Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
POR,240,.643,.611,.456,.200,17.5,57.1,37.8,56.5,6.4,12.3,8.4,100.0,133.7,131.6
NOP,240,.609,.567,.360,.326,42.9,82.5,62.2,58.1,5.3,2.0,9.8,100.0,131.6,133.7
