Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kevin Porter,36:25,.294,.294,.412,.000,2.6,6.8,4.4,19.7,0.0,0.0,10.5,21.6,70,123,-15.3
Kelly Olynyk,33:40,.651,.588,.294,.294,0.0,32.9,14.4,11.1,1.4,5.3,5.0,24.9,125,112,5.8
Jae'Sean Tate,33:16,.621,.583,.500,.167,11.5,11.1,11.3,5.3,0.0,0.0,0.0,24.1,131,122,2.2
John Wall,33:15,.317,.208,.417,.417,0.0,11.1,4.9,31.1,4.2,5.3,22.0,22.7,72,109,-4.5
Danuel House,24:03,.210,.000,.333,1.333,0.0,15.4,6.7,15.0,1.9,0.0,17.4,9.9,62,118,-8.6
Sterling Brown,21:25,.635,.571,.571,.286,4.5,34.5,17.6,0.0,2.2,0.0,0.0,15.3,131,115,1.8
D.J. Augustin,20:00,.781,.714,.571,.429,4.8,6.2,5.4,39.5,2.3,0.0,19.4,21.4,136,118,6.7
Avery Bradley,14:39,.250,.250,.667,.000,0.0,16.8,7.4,26.8,6.4,0.0,0.0,17.0,76,108,-2.8
D.J. Wilson,12:04,1.000,1.000,.750,.000,15.9,10.2,13.4,14.2,0.0,7.4,33.3,20.6,119,116,6.3
Kenyon Martin,11:13,1.000,1.000,.000,.000,8.6,21.9,14.4,0.0,0.0,0.0,0.0,11.1,205,120,1.3
