Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
RJ Barrett,40:55,8,22,.364,5,11,.455,2,2,1.000,0,8,8,3,0,0,3,2,23,-15
Reggie Bullock,37:37,3,11,.273,2,8,.250,4,4,1.000,1,2,3,3,0,0,1,3,12,-22
Julius Randle,33:26,8,16,.500,1,5,.200,7,9,.778,3,8,11,4,0,0,3,4,24,-23
Nerlens Noel,22:05,2,2,1.000,0,0,,1,2,.500,1,4,5,1,0,0,2,6,5,-29
Elfrid Payton,17:35,2,7,.286,0,1,.000,1,2,.500,0,2,2,3,0,0,0,3,5,-23
Derrick Rose,29:06,7,14,.500,1,3,.333,2,2,1.000,0,4,4,6,0,0,1,1,17,0
Taj Gibson,24:36,5,6,.833,0,0,,1,2,.500,1,5,6,2,0,2,1,4,11,+6
Frank Ntilikina,15:09,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0,-6
Obi Toppin,14:34,3,4,.750,2,3,.667,0,0,,0,1,1,1,2,2,0,1,8,0
Kevin Knox,2:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Jared Harper,1:19,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,0
Norvel Pelle,1:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
